task_key,family,seed,subset_id,protocol,sample_size,repeat,model,fit_success,fit_error,fit_seconds,e_alpha_projected,m_relation_projected_correct,alpha_active_du,alpha_active_dv,alpha_active_yaw
drawer_middle_open,prismatic_sliding,20270818,1,random,8,1,TP-GMM additive,True,,1.84430070000235,0.025467877077436446,True,0.9948815891931001,0.004047220679078306,0.005118947979009072
drawer_middle_open,prismatic_sliding,20270818,1,random,8,1,TP-GMM SE(2),True,,1.7468595099635422,0.025803939478307978,True,0.9819616553914667,0.004214596524346404,0.012617350438964916
drawer_middle_open,prismatic_sliding,20270818,9,qualified,15,0,TP-GMM additive,True,,1.216736834961921,0.0038039161139890166,True,0.9964703568532407,0.005132374856388373,0.0285735398956719
drawer_middle_open,prismatic_sliding,20270818,9,qualified,15,0,TP-GMM SE(2),True,,0.7971765759866685,0.006143697529239188,True,0.8958295023735185,0.00530508635382168,0.002556969572418628
drawer_middle_open,prismatic_sliding,20270818,7,random,15,1,TP-GMM additive,True,,1.3487277399981394,0.004800980527466137,True,0.9979506859385257,0.0027988938354229736,0.0018391794064712404
drawer_middle_open,prismatic_sliding,20270818,7,random,15,1,TP-GMM SE(2),True,,1.4029664039844647,0.004763138054811502,True,0.9297858956294758,0.0029208198003325744,0.0028378220276479792
drawer_middle_open,prismatic_sliding,20270818,8,random,15,2,TP-GMM additive,True,,1.499728247988969,0.004192747801814245,True,0.9962213259224334,0.0031962773805311565,0.003769681277474837
drawer_middle_open,prismatic_sliding,20270818,8,random,15,2,TP-GMM SE(2),True,,1.3729839070001617,0.004973456514176349,True,0.9326616694810969,0.005854453969194283,0.0047067051230613695
drawer_middle_open,prismatic_sliding,20270818,10,qualified,15,1,TP-GMM additive,True,,1.0607424390036613,0.004017528152332753,True,0.9972024012810249,0.002426802938435523,0.002927460094395294
drawer_middle_open,prismatic_sliding,20270818,10,qualified,15,1,TP-GMM SE(2),True,,0.975190129945986,0.004638657803493729,True,0.9102685767008872,0.002275211050525211,0.00648599370134457
drawer_middle_open,prismatic_sliding,20270818,5,qualified,8,2,TP-GMM additive,True,,1.4012355770682916,0.023597271001686942,True,0.9971977186288422,0.007938745107377108,0.002572936293346997
drawer_middle_open,prismatic_sliding,20270818,5,qualified,8,2,TP-GMM SE(2),True,,2.0020427270792425,0.024721442466893798,True,0.9804330002410877,0.008229432388669668,0.006291541445613624
drawer_middle_open,prismatic_sliding,20280818,0,random,8,0,TP-GMM additive,True,,0.5804672369267792,0.024582834290293232,True,0.9966616181564941,0.002604282717344064,0.002270409189610728
drawer_middle_open,prismatic_sliding,20280818,0,random,8,0,TP-GMM SE(2),True,,0.41527223109733313,0.025091241505870953,True,0.9696523993941303,0.002658384914526049,0.006212436398216673
drawer_middle_open,prismatic_sliding,20260818,15,qualified,30,0,TP-GMM additive,True,,3.338628497091122,0.003798303570686414,True,0.9979748010736228,0.0026730964207661158,0.0018191307346083557
drawer_middle_open,prismatic_sliding,20260818,15,qualified,30,0,TP-GMM SE(2),True,,4.511131442966871,0.0035830329444175657,True,0.9901424768027356,0.011082845457282782,0.004742502830654025
drawer_middle_open,prismatic_sliding,20280818,2,random,8,2,TP-GMM additive,True,,0.4573456330690533,0.024469881707945708,True,0.9969587793126622,0.006145223324784185,0.0014245051229968143
drawer_middle_open,prismatic_sliding,20280818,2,random,8,2,TP-GMM SE(2),True,,0.41721860505640507,0.02590224262928154,True,0.9898175896409095,0.007461337012127523,0.004189308053757629
drawer_middle_open,prismatic_sliding,20260818,16,qualified,30,1,TP-GMM additive,True,,3.8102392399450764,0.003771164943943665,True,0.9978368291385653,0.002717838611350847,0.0021676664854541777
drawer_middle_open,prismatic_sliding,20260818,16,qualified,30,1,TP-GMM SE(2),True,,4.591303223045543,0.004367364419994663,True,0.985506322566318,0.0028234500406019566,0.01889366040004859
drawer_middle_open,prismatic_sliding,20270818,13,random,30,1,TP-GMM additive,True,,1.9063461880432442,0.004174450872637753,True,0.998141301796901,0.002769974235629564,0.0015788291944213964
drawer_middle_open,prismatic_sliding,20270818,13,random,30,1,TP-GMM SE(2),True,,1.4983193959342316,0.005570636675078849,True,0.9150715191844766,0.002371101289947027,0.002783189961386766
drawer_middle_open,prismatic_sliding,20280818,3,qualified,8,0,TP-GMM additive,True,,0.8854844919405878,0.02498182026063056,True,0.9954508579689686,0.003172679730750243,0.0026932911907214447
drawer_middle_open,prismatic_sliding,20280818,3,qualified,8,0,TP-GMM SE(2),True,,0.4863350288942456,0.028728491014376224,True,0.9364649244378298,0.004162664509470156,0.0032995617939696083
drawer_middle_open,prismatic_sliding,20270818,6,random,15,0,TP-GMM additive,True,,3.10233409202192,0.003828381310388117,True,0.9975332260622055,0.007555588609344724,0.0014025122654594538
drawer_middle_open,prismatic_sliding,20270818,6,random,15,0,TP-GMM SE(2),True,,2.6113916920730844,0.002185201825734752,True,0.9104474415562447,0.0025369336973852415,0.0036704263700443945
drawer_middle_open,prismatic_sliding,20270818,12,random,30,0,TP-GMM additive,True,,2.562264425912872,0.003800636825949427,True,0.9981024241693254,0.004391589354460774,0.0014668639187835192
drawer_middle_open,prismatic_sliding,20270818,12,random,30,0,TP-GMM SE(2),True,,1.720302334986627,0.0036567821562701686,True,0.9858663608285079,0.0045992935856781995,0.005483627697546378
drawer_middle_open,prismatic_sliding,20280818,4,qualified,8,1,TP-GMM additive,True,,0.5652023300062865,0.024484471320973894,True,0.9961953668696788,0.0019250043072189477,0.001591444071028839
drawer_middle_open,prismatic_sliding,20280818,4,qualified,8,1,TP-GMM SE(2),True,,0.5156896979315206,0.02589003828694627,True,0.9194316181650175,0.0024726283636548373,0.0038505977241280664
drawer_middle_open,prismatic_sliding,20270818,14,random,30,2,TP-GMM additive,True,,2.6327105809468776,0.0038297526691495414,True,0.9978658074506069,0.003791176277269118,0.0018562977319656845
drawer_middle_open,prismatic_sliding,20270818,14,random,30,2,TP-GMM SE(2),True,,2.594985006027855,0.004835371568270041,True,0.9517605931366052,0.004239011556647493,0.020571810536899326
drawer_middle_open,prismatic_sliding,20280818,6,random,15,0,TP-GMM additive,True,,1.1772013120353222,0.003828381310388117,True,0.9975332260622055,0.007555588609344724,0.0014025122654594538
drawer_middle_open,prismatic_sliding,20280818,6,random,15,0,TP-GMM SE(2),True,,0.993272004998289,0.002185201825734752,True,0.9104474415562447,0.0025369336973852415,0.0036704263700443945
drawer_middle_open,prismatic_sliding,20280818,1,random,8,1,TP-GMM additive,True,,1.8241772269830108,0.025467877077436446,True,0.9948815891931001,0.004047220679078306,0.005118947979009072
drawer_middle_open,prismatic_sliding,20280818,1,random,8,1,TP-GMM SE(2),True,,2.0039352369494736,0.025803939478307978,True,0.9819616553914667,0.004214596524346404,0.012617350438964916
drawer_middle_open,prismatic_sliding,20270818,11,qualified,15,2,TP-GMM additive,True,,3.224640403059311,0.004127472520426,True,0.9979383356226862,0.005046219304919876,0.00493309521486893
drawer_middle_open,prismatic_sliding,20270818,11,qualified,15,2,TP-GMM SE(2),True,,3.0067449311027303,0.0008204934268040903,True,0.9732756045890273,0.0031089966194130726,0.008397011144980069
drawer_middle_open,prismatic_sliding,20280818,9,qualified,15,0,TP-GMM additive,True,,1.2175595440203324,0.0038039161139890166,True,0.9964703568532407,0.005132374856388373,0.0285735398956719
drawer_middle_open,prismatic_sliding,20280818,9,qualified,15,0,TP-GMM SE(2),True,,0.7869803160429001,0.006143697529239188,True,0.8958295023735185,0.00530508635382168,0.002556969572418628
drawer_middle_open,prismatic_sliding,20270818,15,qualified,30,0,TP-GMM additive,True,,2.6685187129769474,0.003798303570686414,True,0.9979748010736228,0.0026730964207661158,0.0018191307346083557
drawer_middle_open,prismatic_sliding,20270818,15,qualified,30,0,TP-GMM SE(2),True,,2.649447498959489,0.0035830329444175657,True,0.9901424768027356,0.011082845457282782,0.004742502830654025
drawer_middle_open,prismatic_sliding,20280818,10,qualified,15,1,TP-GMM additive,True,,1.0592393110273406,0.004017528152332753,True,0.9972024012810249,0.002426802938435523,0.002927460094395294
drawer_middle_open,prismatic_sliding,20280818,10,qualified,15,1,TP-GMM SE(2),True,,1.1990026420680806,0.004638657803493729,True,0.9102685767008872,0.002275211050525211,0.00648599370134457
drawer_middle_open,prismatic_sliding,20280818,5,qualified,8,2,TP-GMM additive,True,,1.3883402040228248,0.023597271001686942,True,0.9971977186288422,0.007938745107377108,0.002572936293346997
drawer_middle_open,prismatic_sliding,20280818,5,qualified,8,2,TP-GMM SE(2),True,,1.9891000629868358,0.024721442466893798,True,0.9804330002410877,0.008229432388669668,0.006291541445613624
drawer_middle_open,prismatic_sliding,20280818,7,random,15,1,TP-GMM additive,True,,2.2804040879709646,0.004800980527466137,True,0.9979506859385257,0.0027988938354229736,0.0018391794064712404
drawer_middle_open,prismatic_sliding,20280818,7,random,15,1,TP-GMM SE(2),True,,1.251303213997744,0.004763138054811502,True,0.9297858956294758,0.0029208198003325744,0.0028378220276479792
drawer_middle_open,prismatic_sliding,20270818,17,qualified,30,2,TP-GMM additive,True,,5.105204547988251,0.003830366522893165,True,0.9975923377899404,0.005069716016675714,0.0016493642901521295
drawer_middle_open,prismatic_sliding,20270818,17,qualified,30,2,TP-GMM SE(2),True,,1.5429615289904177,0.001043116938058171,True,0.9830465900051433,0.0030921225894693085,0.005223969541038808
stove_knob_turn,revolute_knob,20260818,1,random,8,1,TP-GMM additive,True,,0.6449331599287689,0.019748488551613378,True,0.005136420602457667,0.004250807568901889,0.9942717767614898
stove_knob_turn,revolute_knob,20260818,1,random,8,1,TP-GMM SE(2),True,,0.48137752094771713,0.020152173767499774,True,0.005277949593383188,0.004402776649245518,0.9942791159591949
drawer_middle_open,prismatic_sliding,20270818,16,qualified,30,1,TP-GMM additive,True,,3.939147208002396,0.003771164943943665,True,0.9978368291385653,0.002717838611350847,0.0021676664854541777
drawer_middle_open,prismatic_sliding,20270818,16,qualified,30,1,TP-GMM SE(2),True,,3.7110220169415697,0.004367364419994663,True,0.985506322566318,0.0028234500406019566,0.01889366040004859
stove_knob_turn,revolute_knob,20260818,2,random,8,2,TP-GMM additive,True,,0.3988294890150428,0.014480387638545063,True,0.002579976378299395,0.007175969096346693,0.997346556865963
stove_knob_turn,revolute_knob,20260818,2,random,8,2,TP-GMM SE(2),True,,0.3821828259387985,0.015597180322404517,True,0.002486194715834524,0.00483913424035246,0.9973808356903714
stove_knob_turn,revolute_knob,20260818,0,random,8,0,TP-GMM additive,True,,1.1168090009596199,0.015320186814038263,True,0.002948124615263881,0.0030869761075373366,0.9965777534562578
stove_knob_turn,revolute_knob,20260818,0,random,8,0,TP-GMM SE(2),True,,1.115181658999063,0.01599698760813958,True,0.0022586171565331602,0.0028859522181298686,0.9965938158768758
drawer_middle_open,prismatic_sliding,20280818,11,qualified,15,2,TP-GMM additive,True,,2.2110447851009667,0.004127472520426,True,0.9979383356226862,0.005046219304919876,0.00493309521486893
drawer_middle_open,prismatic_sliding,20280818,11,qualified,15,2,TP-GMM SE(2),True,,1.7302095530321822,0.0008204934268040903,True,0.9732756045890273,0.0031089966194130726,0.008397011144980069
stove_knob_turn,revolute_knob,20260818,3,qualified,8,0,TP-GMM additive,True,,0.39943550201132894,0.015689593713185235,True,0.003728693633782631,0.0023522926568130633,0.9971260901342147
stove_knob_turn,revolute_knob,20260818,3,qualified,8,0,TP-GMM SE(2),True,,0.4384131539845839,0.014812680390801348,True,0.005360713522767799,0.0022625682462072937,0.9971203926532475
stove_knob_turn,revolute_knob,20260818,4,qualified,8,1,TP-GMM additive,True,,0.42701133992522955,0.01273798640752889,True,0.002865854202248004,0.0019245511916424634,0.9970713050253754
stove_knob_turn,revolute_knob,20260818,4,qualified,8,1,TP-GMM SE(2),True,,0.44765056704636663,0.012592233259275255,True,0.002434973450637049,0.002785188376072286,0.997066678299674
drawer_middle_open,prismatic_sliding,20280818,12,random,30,0,TP-GMM additive,True,,2.555091422982514,0.003800636825949427,True,0.9981024241693254,0.004391589354460774,0.0014668639187835192
drawer_middle_open,prismatic_sliding,20280818,12,random,30,0,TP-GMM SE(2),True,,1.7218390660127625,0.0036567821562701686,True,0.9858663608285079,0.0045992935856781995,0.005483627697546378
stove_knob_turn,revolute_knob,20260818,5,qualified,8,2,TP-GMM additive,True,,0.6775899480562657,0.016379639539180136,True,0.0019152466217973413,0.0066750276039153145,0.9968653300717089
stove_knob_turn,revolute_knob,20260818,5,qualified,8,2,TP-GMM SE(2),True,,0.6809076790232211,0.015663817871114278,True,0.002156884182810333,0.004064271753826718,0.9968438652511095
drawer_middle_open,prismatic_sliding,20280818,8,random,15,2,TP-GMM additive,True,,3.875392444082536,0.004192747801814245,True,0.9962213259224334,0.0031962773805311565,0.003769681277474837
drawer_middle_open,prismatic_sliding,20280818,8,random,15,2,TP-GMM SE(2),True,,2.5295243040891364,0.004973456514176349,True,0.9326616694810969,0.005854453969194283,0.0047067051230613695
stove_knob_turn,revolute_knob,20260818,8,random,15,2,TP-GMM additive,True,,0.661327920970507,0.0041968619101661045,True,0.017201673311676366,0.007184378825126613,0.9910111747743025
stove_knob_turn,revolute_knob,20260818,8,random,15,2,TP-GMM SE(2),True,,0.7014511439483613,0.003781902565999361,True,0.011511818560216183,0.010876346842107575,0.9909126231541402
stove_knob_turn,revolute_knob,20260818,9,qualified,15,0,TP-GMM additive,True,,0.6485057370737195,0.0034753436933741733,True,0.003948241357170807,0.002154680394063474,0.9844544488681898
stove_knob_turn,revolute_knob,20260818,9,qualified,15,0,TP-GMM SE(2),True,,0.6047286730026826,0.0033780393143576313,True,0.0033056149344374724,0.002862692116409718,0.9844293077251883
drawer_middle_open,prismatic_sliding,20280818,16,qualified,30,1,TP-GMM additive,True,,2.8999482600484043,0.003771164943943665,True,0.9978368291385653,0.002717838611350847,0.0021676664854541777
drawer_middle_open,prismatic_sliding,20280818,16,qualified,30,1,TP-GMM SE(2),True,,1.7965628360398114,0.004367364419994663,True,0.985506322566318,0.0028234500406019566,0.01889366040004859
stove_knob_turn,revolute_knob,20260818,7,random,15,1,TP-GMM additive,True,,1.0652881029527634,0.004735271724549281,True,0.0026017806907836284,0.0032997809147874094,0.9985556044824002
stove_knob_turn,revolute_knob,20260818,7,random,15,1,TP-GMM SE(2),True,,0.8108289969386533,0.013528369522301204,True,0.0020514023210985656,0.002638367718349907,0.9972008007633207
drawer_middle_open,prismatic_sliding,20280818,15,qualified,30,0,TP-GMM additive,True,,2.648979614954442,0.003798303570686414,True,0.9979748010736228,0.0026730964207661158,0.0018191307346083557
drawer_middle_open,prismatic_sliding,20280818,15,qualified,30,0,TP-GMM SE(2),True,,2.648672985029407,0.0035830329444175657,True,0.9901424768027356,0.011082845457282782,0.004742502830654025
stove_knob_turn,revolute_knob,20260818,10,qualified,15,1,TP-GMM additive,True,,0.9672240789514035,0.014204472718614242,True,0.0029724559847803564,0.0020237007999207904,0.9970313370445609
stove_knob_turn,revolute_knob,20260818,10,qualified,15,1,TP-GMM SE(2),True,,1.1401828039670363,0.004279002590607735,True,0.0028900662196360448,0.0037453475486899568,0.9983558180753849
stove_knob_turn,revolute_knob,20260818,11,qualified,15,2,TP-GMM additive,True,,1.1515932700131088,0.003571476102486581,True,0.009045969293728376,0.019725239585598624,0.9932493911584365
stove_knob_turn,revolute_knob,20260818,11,qualified,15,2,TP-GMM SE(2),True,,1.3543602039571851,0.004895529170603808,True,0.0023079998468205193,0.0038039929242905455,0.9978252707379633
stove_knob_turn,revolute_knob,20270818,0,random,8,0,TP-GMM additive,True,,0.41316875896882266,0.015320186814038263,True,0.002948124615263881,0.0030869761075373366,0.9965777534562578
stove_knob_turn,revolute_knob,20270818,0,random,8,0,TP-GMM SE(2),True,,0.4176031459355727,0.01599698760813958,True,0.0022586171565331602,0.0028859522181298686,0.9965938158768758
stove_knob_turn,revolute_knob,20260818,6,random,15,0,TP-GMM additive,True,,1.873162945965305,0.0032955083794215757,True,0.011922607691757346,0.013451526716232766,0.9984538811406248
stove_knob_turn,revolute_knob,20260818,6,random,15,0,TP-GMM SE(2),True,,1.9998699320713058,0.0033355524283218154,True,0.008754464040298192,0.006151497128204625,0.9983732473120245
stove_knob_turn,revolute_knob,20270818,2,random,8,2,TP-GMM additive,True,,0.40018591203261167,0.014480387638545063,True,0.002579976378299395,0.007175969096346693,0.997346556865963
stove_knob_turn,revolute_knob,20270818,2,random,8,2,TP-GMM SE(2),True,,0.37527473003137857,0.015597180322404517,True,0.002486194715834524,0.00483913424035246,0.9973808356903714
drawer_middle_open,prismatic_sliding,20280818,13,random,30,1,TP-GMM additive,True,,4.5618748859269544,0.004174450872637753,True,0.998141301796901,0.002769974235629564,0.0015788291944213964
drawer_middle_open,prismatic_sliding,20280818,13,random,30,1,TP-GMM SE(2),True,,3.514723911997862,0.005570636675078849,True,0.9150715191844766,0.002371101289947027,0.002783189961386766
drawer_middle_open,prismatic_sliding,20280818,17,qualified,30,2,TP-GMM additive,True,,4.814587133936584,0.003830366522893165,True,0.9975923377899404,0.005069716016675714,0.0016493642901521295
drawer_middle_open,prismatic_sliding,20280818,17,qualified,30,2,TP-GMM SE(2),True,,2.58756341796834,0.001043116938058171,True,0.9830465900051433,0.0030921225894693085,0.005223969541038808
stove_knob_turn,revolute_knob,20260818,13,random,30,1,TP-GMM additive,True,,1.1919852399732918,0.0032504586297188724,True,0.0019028204468643998,0.0023426994285448773,0.9958666066005195
stove_knob_turn,revolute_knob,20260818,13,random,30,1,TP-GMM SE(2),True,,2.0703374730655923,0.003405163618762689,True,0.03007182941916329,0.003636742733152315,0.9988238451983849
stove_knob_turn,revolute_knob,20270818,4,qualified,8,1,TP-GMM additive,True,,0.4219980110647157,0.01273798640752889,True,0.002865854202248004,0.0019245511916424634,0.9970713050253754
stove_knob_turn,revolute_knob,20270818,4,qualified,8,1,TP-GMM SE(2),True,,0.44114057102706283,0.012592233259275255,True,0.002434973450637049,0.002785188376072286,0.997066678299674
stove_knob_turn,revolute_knob,20260818,17,qualified,30,2,TP-GMM additive,True,,1.4974869850557297,0.0032693627607154356,True,0.0024880737535954243,0.002682054664279858,0.9952642100275808
stove_knob_turn,revolute_knob,20260818,17,qualified,30,2,TP-GMM SE(2),True,,1.4438504480058327,0.0033027730621341383,True,0.0024222463553296315,0.0022128188107131013,0.9948769518300401
stove_knob_turn,revolute_knob,20260818,14,random,30,2,TP-GMM additive,True,,1.474750724970363,0.0035571533551080883,True,0.0022540296941663757,0.0040921474104772685,0.9879984286014213
stove_knob_turn,revolute_knob,20260818,14,random,30,2,TP-GMM SE(2),True,,2.2701120250858366,0.004307853107612786,True,0.0023738769887070845,0.00465991943718779,0.9880560902472972
stove_knob_turn,revolute_knob,20260818,15,qualified,30,0,TP-GMM additive,True,,1.7998231200035661,0.0037560766386553566,True,0.0021123112301279965,0.0028993755195283162,0.9984545465352461
stove_knob_turn,revolute_knob,20260818,15,qualified,30,0,TP-GMM SE(2),True,,2.23805981897749,0.0037428644962100937,True,0.002026429522962374,0.003150467645720396,0.9984548944961976
stove_knob_turn,revolute_knob,20270818,3,qualified,8,0,TP-GMM additive,True,,1.0712029830319807,0.015689593713185235,True,0.003728693633782631,0.0023522926568130633,0.9971260901342147
stove_knob_turn,revolute_knob,20270818,3,qualified,8,0,TP-GMM SE(2),True,,1.1806106159929186,0.014812680390801348,True,0.005360713522767799,0.0022625682462072937,0.9971203926532475
stove_knob_turn,revolute_knob,20260818,16,qualified,30,1,TP-GMM additive,True,,2.04890370904468,0.0035336164646155685,True,0.0023655314573589434,0.0021711702929480413,0.9985309772205054
stove_knob_turn,revolute_knob,20260818,16,qualified,30,1,TP-GMM SE(2),True,,2.0562236590776592,0.0033526747652337725,True,0.0047414764054843125,0.013594383025245356,0.9982374600841002
stove_knob_turn,revolute_knob,20270818,1,random,8,1,TP-GMM additive,True,,1.4880077579291537,0.019748488551613378,True,0.005136420602457667,0.004250807568901889,0.9942717767614898
stove_knob_turn,revolute_knob,20270818,1,random,8,1,TP-GMM SE(2),True,,1.044100743951276,0.020152173767499774,True,0.005277949593383188,0.004402776649245518,0.9942791159591949
stove_knob_turn,revolute_knob,20270818,6,random,15,0,TP-GMM additive,True,,0.739324684953317,0.0032955083794215757,True,0.011922607691757346,0.013451526716232766,0.9984538811406248
