pair_key,family,claim,source_task,target_task,seed,sample_size,repeat,method,target_nominal_trajectories,target_interventions_for_fit,target_interventions_for_validation,source_sample_size,fit_success,fit_error,fit_seconds,m_transfer_correct,e_alpha,e_task,alpha_active_du,alpha_active_dv,alpha_active_dw,alpha_active_roll,alpha_active_pitch,alpha_active_yaw
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,3,0,Frame-weighted target scratch,0,3,0,0,True,,0.004005501978099346,False,0.08848467164770298,9.125510392548168e-06,0.05554058122742986,0.05554058122742986,0.05554058122742986,0.05554058122742986,0.05554058122742986,0.05554058122742986
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,3,0,Phase scalar GP target scratch,0,3,0,0,True,,0.11039875796996057,False,0.08848493720083263,9.12554155143598e-06,0.055962926097538467,0.055962926097538467,0.055962926097538467,0.055962926097538467,0.055962926097538467,0.055962926097538467
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,3,0,Pdiag finite target scratch,0,3,0,0,True,,0.33147538686171174,True,0.0001800288454979649,2.131353745706393e-08,4.374220199673905e-06,4.8350273943792805e-06,4.5679294717917825e-06,4.621908693115308e-06,5.3849417374083995e-06,0.9688339158244136
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,5,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,5,30,True,,0.0,True,1.3555074041710173e-05,9.5390629148027e-10,1.7448790736482108e-06,1.751271503292076e-06,1.7461801265889494e-06,1.9371891965932213e-06,1.889449346944202e-06,1.011146546230142
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,5,0,Frame-weighted target scratch,0,5,0,0,True,,0.0041130948811769485,False,0.09987476990703135,5.6854645385996366e-06,0.3450397287878517,0.3450397287878517,0.3450397287878517,0.3450397287878517,0.3450397287878517,0.3450397287878517
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,5,0,Phase scalar GP target scratch,0,5,0,0,True,,0.12296879990026355,False,0.09987416386852685,5.68552293018435e-06,0.3476634996657558,0.3476634996657558,0.3476634996657558,0.3476634996657558,0.3476634996657558,0.3476634996657558
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,5,0,Pdiag finite target scratch,0,5,0,0,True,,0.4742944750469178,True,1.4140287437206076e-05,1.3940765424777965e-09,4.819968271452754e-06,4.734331107182251e-06,4.898370860454325e-06,5.379489378238798e-06,5.168867962370983e-06,1.0077156956562758
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,8,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,8,30,True,,0.0,True,1.3555074041710173e-05,9.693068454893224e-10,1.7448790736482108e-06,1.751271503292076e-06,1.7461801265889494e-06,1.9371891965932213e-06,1.889449346944202e-06,1.011146546230142
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,8,0,Frame-weighted target scratch,0,8,0,0,True,,0.004153328016400337,False,0.10895674321452006,5.45041552508329e-06,0.38424388810277565,0.38424388810277565,0.38424388810277565,0.38424388810277565,0.38424388810277565,0.38424388810277565
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,8,0,Phase scalar GP target scratch,0,8,0,0,True,,0.11773778684437275,False,0.10895572813164106,5.450436880370571e-06,0.38716577749291503,0.38716577749291503,0.38716577749291503,0.38716577749291503,0.38716577749291503,0.38716577749291503
knob_to_microwave_door,revolute_yaw,yaw-only relevance transfers across knob and hinged door,stove_knob_turn,microwave_door_revolute,20280818,8,0,Pdiag finite target scratch,0,8,0,0,True,,0.7495928620919585,True,1.3493161950785879e-05,1.0714495992305052e-09,1.7120553502977023e-06,1.7820109903098424e-06,1.781681278677408e-06,1.8906210901892443e-06,1.8695737328663458e-06,1.0100903358011544
bowl_stove_to_bowl_plate,support_to_stacking,upright xyz placement transfers across support surfaces,bowl_on_stove,bowl_on_plate,20260818,3,0,Ours transfer: source Pdiag N=30 + target nominal N=1,1,0,3,30,True,,0.0,True,4.334104309708051e-05,1.9800905565171237e-09,1.0060832723265658,1.0111814912015857,1.008568674881298,0.0028783115682674953,0.0005921973347770994,0.0005131797385333902
